RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
28,20025027,Abramova,850,Germany,Female,31,0,39539.39,2,0,1,111241.37,1
29,20025028,Johnson,632,Germany,Female,37,8,103244.86,2,0,1,81723.8,0
30,20025029,Lucchese,660,Germany,Female,54,5,0.0,2,1,0,144134.64,0
31,20025030,Lucchesi,595,Germany,Male,52,2,116880.53,2,0,1,53437.1,1
32,20025031,Iweobiegbulam,618,France,Female,54,6,0.0,2,1,1,52581.96,1
33,20025032,Buckley,658,Germany,Female,33,5,96143.47,2,1,1,116706.0,0
34,20025033,Mundy,756,Spain,Male,41,9,0.0,3,1,1,173273.2,0
35,20025034,Onwumelu,732,France,Female,39,5,0.0,1,1,1,137835.82,0
36,20025035,Palerma,776,Spain,Male,49,2,124626.07,2,1,0,87008.17,0
37,20025036,McIntosh,621,Germany,Male,30,6,0.0,1,0,1,81514.06,1
38,20025037,Lori,736,France,Male,44,9,104349.45,2,1,1,16717.11,0
39,20025038,Robertson,695,Germany,Male,59,4,124179.3,2,1,1,199645.45,0
40,20025039,Wright,691,Germany,Male,30,1,0.0,2,1,1,46774.94,1
41,20025040,Corson,607,Germany,Male,42,8,0.0,1,1,0,173321.65,0
42,20025041,Johnson,534,Spain,Female,32,3,107571.61,2,1,1,121316.07,1
43,20025042,Ts'ai,641,France,Male,42,7,133111.73,1,1,0,71672.86,0
44,20025043,Tai,783,Spain,Male,37,5,0.0,1,0,0,84694.49,0
45,20025044,Chibugo,636,France,Female,40,7,0.0,1,1,1,36540.63,0
46,20025045,Obiajulu,601,France,Female,36,3,162278.32,2,0,0,182055.36,0
47,20025046,Upchurch,697,France,Male,31,2,61354.14,2,0,0,167969.15,0
48,20025047,Stevenson,816,Germany,Female,47,8,130862.43,2,1,1,40645.81,1
49,20025048,Madison,589,France,Female,25,2,92466.21,1,1,1,163666.85,1
50,20025049,Yao,641,Germany,Male,30,8,105599.67,2,1,0,97877.92,0
51,20025050,Hsu,652,France,Female,54,3,108465.65,1,1,0,27149.27,0
52,20025051,Fiorentino,497,France,Female,39,3,149297.19,2,1,0,93275.61,0
53,20025052,Napolitani,729,Spain,Male,34,3,0.0,1,1,1,196555.32,0
54,20025053,Wanliss,779,Germany,Male,52,7,139096.85,1,1,0,56759.79,0
55,20025054,Ginikanwa,534,France,Male,46,6,90322.99,2,0,1,94780.9,1
56,20025055,Cattaneo,547,France,Female,36,1,95010.92,2,1,0,172290.61,0
57,20025056,Chang,631,France,Male,40,6,0.0,2,1,0,31830.06,0
58,20025057,Vogel,709,France,Male,29,6,126436.29,2,1,0,131304.45,0
59,20025058,Heller,544,France,Male,45,4,102874.28,1,1,1,8125.39,0
60,20025059,Tochukwu,800,France,Female,38,7,0.0,1,1,1,109572.58,1
61,20025060,Yuriev,596,France,Male,21,4,0.0,1,1,1,109089.04,0
62,20025061,Wentcher,780,Spain,Male,28,4,45472.28,1,1,1,83499.89,0
63,20025062,Longo,443,Germany,Female,28,1,0.0,1,0,1,93112.2,0
64,20025063,Davy,635,Germany,Male,51,1,105405.97,2,0,0,10940.4,0
65,20025064,Thomson,517,Germany,Male,32,2,106134.46,2,1,0,114283.33,0
66,20025065,Barnes,707,France,Male,36,5,140931.82,1,0,0,95421.0,0
67,20025066,Durant,650,France,Female,56,8,122198.21,2,1,1,52525.15,1
68,20025067,Olisanugo,583,Germany,Female,29,7,110654.02,2,0,0,121316.07,1
69,20025068,Tai,705,France,Male,55,8,0.0,1,1,1,76076.2,0
70,20025069,Ofodile,597,France,Male,51,3,121702.73,1,1,1,184800.27,0
71,20025070,Cartwright,489,Spain,Male,61,7,102073.67,2,1,1,72375.03,0
72,20025071,Fokina,627,France,Male,32,9,0.0,2,0,1,103573.96,1
73,20025072,Obialo,705,France,Male,26,2,0.0,2,0,1,188593.98,0
74,20025073,Graham,607,France,Male,46,2,91415.76,2,1,0,160277.65,1
75,20025074,Connor,630,Spain,Female,19,2,95153.77,1,1,1,10627.21,0
76,20025075,Cheng,850,France,Female,56,5,127655.22,1,0,0,10899.63,0
77,20025076,Vasilyev,700,France,Male,18,1,118627.16,1,1,0,48131.92,1
78,20025077,Hu,660,France,Male,18,6,125512.98,1,0,1,103402.88,0
79,20025078,Shih,509,France,Male,40,3,143656.55,1,1,1,164018.98,1
80,20025079,Sharp,547,Germany,Male,33,9,143644.16,2,0,0,100556.98,1
81,20025080,Barnet,593,France,Male,29,8,0.0,2,0,1,128378.04,0
82,20025081,Kwemto,763,France,Male,32,3,112181.08,1,1,1,198251.52,1
83,20025082,Bianchi,486,Germany,Female,35,7,103023.26,2,1,0,179485.96,0
84,20025083,Muir,644,France,Female,49,7,0.0,1,0,0,144423.17,1
85,20025084,Johnstone,620,France,Female,36,1,0.0,2,1,0,82696.84,1
86,20025085,Blackburn,517,Spain,Female,61,9,118569.03,1,1,0,127014.32,0
87,20025086,Nicholls,520,France,Male,47,7,80242.37,1,0,0,57862.88,0
88,20025087,Pugliesi,561,Germany,Female,40,8,0.0,1,0,1,66977.68,0
89,20025088,Forbes,713,Spain,Male,52,9,0.0,2,1,0,21597.2,0
90,20025089,Loggia,384,France,Male,42,0,0.0,1,1,0,146372.51,1
91,20025090,Stephenson,602,Spain,Female,25,6,106819.65,2,1,1,95153.24,1
92,20025091,Ch'in,802,Spain,Male,50,1,0.0,2,0,1,131553.82,1
93,20025092,Ives,668,Germany,Male,47,3,0.0,1,1,1,196288.46,1
94,20025093,Calabrese,537,France,Male,39,1,0.0,1,1,1,54340.24,0
95,20025094,Teng,737,France,Female,51,7,0.0,2,0,0,160574.09,0
96,20025095,Kao,675,Germany,Female,31,8,0.0,1,1,0,168895.06,1
97,20025096,Badgery,754,France,Male,30,7,174701.05,1,1,0,159456.87,0
98,20025097,Beneventi,701,France,Female,34,2,123925.23,1,1,0,26116.82,1
99,20025098,Reid,850,Spain,Male,36,5,0.0,1,1,1,195486.28,0
100,20025099,Fang,608,Spain,Female,51,1,0.0,2,1,1,88791.83,0
101,20025100,Davey,698,France,Female,55,1,0.0,1,1,1,153887.93,1
102,20025101,Iredale,755,Spain,Male,43,1,0.0,1,1,1,80241.14,0
103,20025102,Milani,648,France,Female,25,1,0.0,1,1,0,177279.41,1
104,20025103,Gilleland,682,France,Male,35,3,0.0,1,0,1,67667.19,1
105,20025104,Wilson,685,Spain,Female,28,8,0.0,4,1,1,35884.91,1
106,20025105,Neumayer,823,France,Male,51,2,0.0,2,0,1,158697.28,0
107,20025106,He,718,France,Female,35,7,0.0,1,0,0,83473.82,0
108,20025107,McKenzie,752,France,Male,27,1,98263.46,1,1,0,145355.11,0
109,20025108,Rickard,679,France,Male,71,3,103895.31,2,1,0,176450.19,0
110,20025109,Neitenstein,702,Spain,Female,37,2,85768.42,2,1,1,170481.98,1
111,20025110,Ikenna,850,France,Female,39,5,0.0,2,0,1,178106.34,1
112,20025111,Chidiebere,534,France,Male,41,8,0.0,3,1,1,75084.96,1
113,20025112,Miller,572,Spain,Male,47,10,0.0,2,0,0,188078.55,0
114,20025113,Gilbert,646,France,Male,30,9,0.0,1,0,0,141023.01,1
115,20025114,Henderson,575,France,Male,43,6,0.0,1,1,0,81861.1,0
116,20025115,Lock,554,France,Female,44,0,141434.04,2,1,0,81259.25,1
117,20025116,Carpenter,850,France,Female,52,6,103291.25,1,1,1,142995.32,0
118,20025117,Hargreaves,467,France,Male,40,5,0.0,2,1,0,101139.3,1
119,20025118,Burns,519,France,Female,49,4,0.0,1,1,1,447.73,1
120,20025119,Y?an,639,France,Male,32,10,0.0,2,1,1,101617.64,0
121,20025120,Gregory,767,France,Female,26,4,135337.49,1,1,0,49063.42,1
122,20025121,Miller,820,France,Female,50,3,56214.85,1,1,0,47271.61,0
123,20025122,Hope,745,France,Female,32,1,101629.3,2,0,0,185541.2,0
124,20025123,Ibekwe,428,Germany,Male,46,10,0.0,2,0,1,32125.98,1
125,20025124,McMillan,625,France,Male,44,8,64097.75,2,1,0,27046.46,0
126,20025125,Giles,679,Germany,Female,35,9,125547.53,2,0,1,141053.85,0
127,20025126,Davey,698,France,Female,55,1,0.0,1,1,1,153887.93,0
128,20025127,Hansen,655,Germany,Male,41,2,129731.64,2,1,0,184399.76,1
129,20025128,Grover,466,Spain,Female,38,2,0.0,2,1,0,2401.26,0
130,20025129,Kashiwagi,668,France,Male,45,6,0.0,2,1,0,77981.54,0
131,20025130,Bruno,775,France,Male,37,1,94164.0,1,1,0,87422.15,1
132,20025131,Y?an,709,France,Male,26,4,95900.04,2,1,1,117144.15,0
133,20025132,Wright,598,Germany,Female,33,8,147256.86,2,0,0,84972.9,1
134,20025133,T'an,537,Spain,Female,25,5,115895.22,2,0,0,191084.4,0
135,20025134,Howells,778,Germany,Male,52,1,144027.8,1,0,0,23067.97,1
136,20025135,Onwumelu,830,Spain,Male,34,1,0.0,1,0,0,3494.02,0
137,20025136,Kharlamov,663,France,Male,43,6,0.0,1,0,1,89123.99,0
138,20025137,Chan,802,Germany,Male,39,2,0.0,2,0,1,18255.51,0
139,20025138,Mao,350,Spain,Female,41,6,118273.83,1,1,0,41788.37,0
140,20025139,Ositadimma,383,France,Female,43,10,0.0,2,1,0,71154.1,1
141,20025140,Kennedy,669,Germany,Female,32,4,175464.85,1,1,1,49954.79,0
142,20025141,Jennings,601,Germany,Male,42,2,116150.65,1,1,0,143463.28,0
143,20025142,Sheppard,661,France,Male,46,4,0.0,2,1,1,122190.22,1
144,20025143,Morrice,534,Spain,Male,65,3,109052.59,1,1,1,61324.87,1
145,20025144,Lai,773,France,Female,55,3,0.0,1,1,0,38252.25,0
146,20025145,Mack,531,France,Female,55,5,132725.1,1,0,1,199661.5,0
147,20025146,Lin,562,Spain,Female,45,1,96020.86,3,1,0,179521.24,1
148,20025147,Lear,568,Germany,Female,26,8,0.0,2,1,1,185201.58,0
149,20025148,Castella,650,France,Male,55,9,0.0,1,1,0,13210.56,0
150,20025149,Johnstone,763,France,Female,47,6,81818.49,2,1,1,119927.81,0
151,20025150,Beneventi,774,France,Female,39,2,170491.84,1,1,1,169935.46,0
152,20025151,Rowe,789,France,Male,37,4,0.0,1,1,1,173948.4,0
153,20025152,Ogbonnaya,625,Spain,Male,42,6,108585.35,2,1,0,89087.4,0
154,20025153,Bianchi,749,Germany,Male,35,2,126817.65,2,1,1,2560.11,0
155,20025154,Hsing,693,Spain,Female,40,8,111432.77,1,0,0,60584.33,1
156,20025155,Cremonesi,713,Spain,Male,40,7,140306.38,1,1,0,169741.96,0
157,20025156,Maher,605,Spain,Male,45,6,110976.23,1,1,1,99017.34,0
158,20025157,Chin,454,Germany,Female,31,2,162261.01,2,0,0,50267.69,1
159,20025158,Lampungmeiua,725,Germany,Female,58,4,99353.42,2,1,1,8037.03,0
160,20025159,Johnstone,558,Germany,Female,30,3,120905.03,1,0,1,53130.41,0
161,20025160,Ebelechukwu,635,France,Male,48,8,106190.55,2,0,0,27011.8,1
162,20025161,Colombo,679,Germany,Male,37,6,118079.47,2,1,1,120834.48,1
163,20025162,Yevseyev,703,Germany,Female,32,10,115743.6,1,0,0,150159.95,0
164,20025163,Teng,452,Germany,Male,41,2,113709.28,2,1,0,179834.45,1
165,20025164,Buley,643,France,Male,28,4,111695.62,2,1,0,39546.32,1
166,20025165,Russell,463,Germany,Female,27,5,120268.13,1,1,0,103970.58,0
167,20025166,Wan,633,Spain,Female,38,4,53053.76,4,0,1,126281.83,1
168,20025167,Vincent,509,France,Male,39,2,115920.62,2,1,0,167564.82,1
169,20025168,Ignatyeva,406,Germany,Male,46,8,0.0,2,1,1,147230.77,1
170,20025169,Zikoranaudodimma,550,France,Male,52,7,95120.59,2,1,1,162820.6,0
171,20025170,Mishin,787,Spain,Male,21,8,145330.43,1,0,1,17257.72,0
172,20025171,Cox,807,France,Female,38,9,108380.72,1,1,0,3554.63,1
173,20025172,Marchesi,697,France,Female,56,2,148214.36,2,1,1,80130.54,0
174,20025173,Echezonachukwu,567,Spain,Female,42,9,108122.39,1,0,1,124170.9,1
175,20025174,Cawthorne,612,Spain,Female,49,1,0.0,1,1,1,9238.35,0
176,20025175,Niu,758,Germany,Female,46,9,138190.13,1,1,1,189680.79,0
177,20025176,Onyemauchechi,654,France,Female,49,3,0.0,2,0,1,131710.59,0
178,20025177,Zikoranachukwudimma,787,France,Male,39,6,137326.65,2,1,1,168152.76,1
179,20025178,Chung,552,Spain,Male,31,3,122453.37,2,1,1,4993.94,1
180,20025179,Lung,519,Spain,Female,37,8,0.0,1,1,0,154189.08,0
181,20025180,Ahmed,538,France,Female,36,4,0.0,2,1,0,27445.4,0
182,20025181,Morales,614,Germany,Female,39,1,0.0,2,1,1,126153.24,0
183,20025182,Christie,763,Germany,Female,36,5,0.0,1,1,1,43943.09,0
184,20025183,Sinclair,643,France,Male,37,9,0.0,2,1,1,15470.91,0
185,20025184,Moore,771,Germany,Male,32,1,167658.33,2,1,0,156648.81,1
186,20025185,Brooks,528,Spain,Male,46,9,115915.53,1,1,0,86330.32,1
187,20025186,Onuoha,611,Spain,Female,45,3,161525.96,2,1,1,127014.32,0
188,20025187,Sung,603,Spain,Female,62,3,138166.3,2,0,1,50679.48,1
189,20025188,Elmore,623,France,Female,33,1,0.0,1,1,0,65618.01,0
190,20025189,Endrizzi,592,France,Female,19,7,153325.1,2,1,0,100408.31,0
191,20025190,Stewart,850,France,Female,37,2,0.0,2,1,1,47679.14,0
192,20025191,Welch,602,France,Male,35,1,167385.81,2,0,0,195896.59,0
193,20025192,Watson,574,Germany,Male,27,8,0.0,2,1,1,113163.17,0
194,20025193,Daluchi,738,France,Female,46,8,0.0,1,1,0,25310.82,1
195,20025194,H?,748,Germany,Female,29,7,87413.19,1,0,0,187980.21,0
196,20025195,Marshall-Hall,717,Spain,Male,32,4,0.0,1,1,0,82158.14,0
197,20025196,Nock,616,France,Male,44,9,83442.98,1,1,1,21862.19,1
198,20025197,Iadanza,759,France,Male,52,5,112212.14,4,0,0,69676.55,0
199,20025198,Hsiao,499,France,Male,36,7,0.0,1,1,0,70399.71,1
200,20025199,Yeh,701,France,Male,38,0,0.0,1,1,1,102547.56,0
201,20025200,Gray,672,France,Female,35,4,91286.51,1,0,0,66193.61,0
202,20025201,Forbes,707,Germany,Male,36,7,161628.66,1,1,0,38152.01,1
203,20025202,Wu,686,France,Female,29,7,142289.28,2,1,1,174227.66,0
204,20025203,Lahti,589,Spain,Female,46,0,124227.14,1,1,0,138351.68,1
205,20025204,Price,743,France,Male,26,6,52831.13,1,1,0,68666.63,1
206,20025205,Macleod,665,France,Female,33,3,107104.5,2,1,1,70899.27,1
207,20025206,Calabresi,482,France,Male,43,6,0.0,1,1,0,152992.04,1
208,20025207,Ni,615,Spain,Female,29,9,112518.71,4,0,1,130446.65,1
209,20025208,Stevens,725,France,Female,23,1,84521.48,2,1,0,39920.0,0
210,20025209,Nnamutaezinwa,611,Spain,Female,31,5,104339.11,2,1,1,67944.09,0
211,20025210,Yen,545,France,Male,25,6,95386.82,1,1,0,193715.0,0
212,20025211,Cameron,633,Spain,Male,41,1,165350.61,2,1,1,182738.0,0
213,20025212,Brabyn,465,France,Female,49,3,87967.42,2,1,1,61994.2,0
214,20025213,Harrington,567,France,Male,42,6,80790.74,1,1,0,51536.99,1
215,20025214,Udegbulam,759,Germany,Female,37,7,116120.19,3,0,0,78133.48,0
216,20025215,Stevenson,637,Spain,Female,27,5,96974.97,3,1,0,61257.83,0
217,20025216,Graham,748,Spain,Male,26,4,110752.15,1,1,0,195325.74,0
218,20025217,Kang,594,France,Male,24,10,78939.15,1,1,1,60843.09,1
219,20025218,Vincent,746,France,Female,37,6,115743.6,1,1,1,153771.8,0
220,20025219,Nnachetam,630,France,Male,46,6,171787.84,2,1,0,10288.24,0
221,20025220,Mason,742,France,Male,37,3,0.0,2,0,0,23140.28,1
222,20025221,Chiemezie,667,France,Female,34,1,133231.48,1,1,1,96885.19,1
223,20025222,Efremova,639,Germany,Male,41,5,170057.62,1,1,1,146366.08,1
224,20025223,He,718,Germany,Female,38,8,0.0,2,0,1,125083.29,1
225,20025224,Hsu,661,Germany,Male,35,6,0.0,2,0,0,13182.43,0
226,20025225,Chiawuotu,507,Spain,Male,22,4,116409.55,2,1,1,99017.34,0
227,20025226,Garcia,619,Spain,Female,25,2,141559.5,1,0,1,94898.1,1
228,20025227,Ofodile,850,Spain,Female,51,5,110641.18,2,1,1,115403.31,0
229,20025228,Ejimofor,751,France,Male,31,1,90322.99,1,1,0,79580.56,0
230,20025229,Ch'iu,814,France,Female,38,6,113690.83,1,0,1,164257.37,0
231,20025230,Iredale,679,France,Male,28,7,45752.78,2,1,1,123207.17,0
232,20025231,Lin,612,France,Male,35,7,0.0,2,0,0,140139.28,1
233,20025232,Bruce,644,Spain,Male,45,7,106901.42,1,1,0,165008.97,0
234,20025233,Ritchie,606,Germany,Male,27,2,60515.13,2,1,1,190776.83,0
235,20025234,Slattery,587,France,Female,33,7,138937.35,2,1,1,94774.12,0
236,20025235,T'an,688,Germany,Female,30,8,119714.25,1,0,0,120694.35,0
237,20025236,Sinclair,604,France,Female,47,5,116969.35,2,1,0,143481.85,0
238,20025237,Chizuoke,579,Germany,Male,26,6,0.0,2,0,0,84606.03,1
239,20025238,Howarth,539,Germany,Female,44,0,0.0,1,1,0,25017.28,0
240,20025239,Fanucci,617,Germany,Male,34,1,137115.16,1,1,1,133995.59,0
241,20025240,Sagese,701,France,Female,55,3,0.0,2,1,1,147484.13,0
242,20025241,T'an,732,Spain,Male,30,2,137688.71,2,1,1,25669.1,0
243,20025242,Ramos,732,Germany,Male,31,5,112290.22,1,0,0,35640.12,1
244,20025243,Gibson,774,France,Female,58,5,99774.5,2,1,1,93091.02,1
245,20025244,Yeh,577,France,Female,49,1,108076.33,1,1,0,170903.4,1
246,20025245,Obijiaku,662,France,Male,44,5,126152.84,1,0,0,125961.48,1
247,20025246,Fang,567,Spain,Female,27,3,0.0,2,0,1,247.36,0
248,20025247,Chidumaga,740,Spain,Female,39,3,146606.6,1,1,0,194239.63,0
249,20025248,Fiorentino,590,Spain,Male,46,9,0.0,2,1,0,93302.29,0
250,20025249,Johnson,460,France,Male,35,8,106234.02,1,1,1,169763.89,0
251,20025250,Doherty,558,France,Male,30,9,121063.49,2,1,1,138578.37,0
252,20025251,Hsueh,714,France,Male,35,1,0.0,1,1,0,77206.25,0
253,20025252,Luffman,800,Germany,Male,26,2,0.0,1,0,1,54949.73,0
254,20025253,Kodilinyechukwu,569,France,Female,65,10,147092.65,1,1,0,70532.53,0
255,20025254,Iadanza,558,Germany,Female,39,7,149887.49,2,1,1,49848.86,0
256,20025255,Jones,737,Spain,Male,55,3,172381.8,2,0,0,25445.0,0
257,20025256,Rivers,482,France,Female,39,1,0.0,3,1,1,47472.68,1
258,20025257,Arnold,527,France,Female,46,9,0.0,1,1,1,72814.31,0
259,20025258,Ebelegbulam,850,Spain,Male,18,9,99152.73,1,0,0,105965.25,0
260,20025259,Abrego,721,France,Male,41,3,129860.37,2,0,0,189839.93,0
261,20025260,Henry,678,France,Male,51,3,115569.21,1,1,0,94790.34,1
262,20025261,Summers,622,France,Male,25,4,0.0,2,0,0,131906.44,0
263,20025262,Bates,652,Spain,Male,46,9,0.0,1,1,0,45325.26,0
264,20025263,McNeill,582,France,Male,54,8,144432.04,2,0,1,47952.45,0
265,20025264,Tikhonov,781,Germany,Male,50,7,162278.32,2,0,1,24218.65,1
266,20025265,Arcuri,685,France,Male,44,9,144453.75,2,0,1,126469.09,1
267,20025266,Watson,717,France,Female,35,4,125647.36,1,0,0,70607.1,0
268,20025267,Bowhay,850,France,Female,26,8,0.0,2,1,1,62627.55,0
269,20025268,Stelzer,660,Germany,Female,52,4,125724.95,2,0,1,36176.63,0
270,20025269,L?,561,France,Male,42,10,127197.14,2,1,0,176614.86,0
271,20025270,Young,658,France,Male,29,2,192122.84,2,1,0,159823.16,0
272,20025271,Pagnotto,625,France,Male,38,1,0.0,1,1,0,54144.01,1
273,20025272,Tien,760,Spain,Male,40,1,132150.26,1,1,0,153228.0,0
274,20025273,Onwuamaeze,714,Germany,Female,18,4,155143.52,1,1,0,183479.12,1
275,20025274,McDonald,622,France,Male,50,3,84386.57,1,0,0,165675.01,1
276,20025275,Henderson,736,France,Male,29,4,79259.75,1,1,0,53217.3,1
277,20025276,Brookes,605,France,Male,36,3,158411.95,1,1,0,54724.03,1
278,20025277,MacDonald,577,France,Female,38,0,85646.81,2,1,1,124341.49,0
279,20025278,Nevzorova,518,Spain,Male,35,4,137326.65,1,0,0,68343.08,0
280,20025279,Burns,496,France,Male,28,6,0.0,2,1,0,154337.47,0
281,20025280,Onyekaozulu,772,France,Male,52,8,148283.94,2,0,0,129149.06,1
282,20025281,Yang,613,Germany,Female,60,3,0.0,1,1,1,146379.3,1
283,20025282,Dean,569,France,Female,18,7,0.0,1,0,0,120892.96,0
284,20025283,John,576,Spain,Female,47,0,0.0,1,1,1,62933.03,1
285,20025284,Miah,721,Germany,Female,31,1,135847.47,2,0,1,158750.53,1
286,20025285,Ansell,664,Spain,Male,44,9,73088.06,1,1,1,39542.0,0
287,20025286,Hsiung,806,France,Male,26,8,0.0,2,1,1,74780.13,1
288,20025287,Balmain,570,Germany,Female,27,2,119688.81,2,1,1,199293.01,0
289,20025288,Tennant,624,France,Male,24,10,0.0,1,0,0,134732.99,1
290,20025289,Lu,542,Germany,Female,37,5,0.0,2,1,1,157932.75,1
291,20025290,Ricci,542,Spain,Female,44,4,0.0,1,1,0,76582.95,0
292,20025291,Chambers,679,Germany,Female,18,5,0.0,2,1,0,169621.69,1
293,20025292,Kelley,741,Germany,Female,20,1,160132.75,2,1,0,19283.14,1
294,20025293,Giordano,653,Spain,Male,55,8,0.0,1,0,1,155165.61,0
295,20025294,Carslaw,594,France,Female,46,7,0.0,2,1,0,96202.44,1
296,20025295,Seleznev,695,France,Female,44,5,0.0,1,1,1,130260.11,1
297,20025296,Basedow,440,Germany,Female,47,10,0.0,2,1,1,153392.28,0
298,20025297,Hay,516,France,Male,41,1,133102.92,1,1,0,135088.58,1
299,20025298,Chiemenam,570,Germany,Female,36,2,132164.26,1,0,0,118522.73,0
300,20025299,Boni,658,Germany,Female,28,2,148912.44,1,1,1,76169.68,1
301,20025300,Marcelo,713,France,Female,69,8,106365.29,2,0,0,139083.7,0
302,20025301,O'Meara,620,Spain,Female,26,5,0.0,1,1,0,130661.95,1
303,20025302,Maclean,728,Spain,Male,25,9,124192.28,1,1,1,113483.96,0
304,20025303,Mollison,350,Spain,Male,35,10,0.0,1,0,0,38533.79,0
305,20025304,Cohn,577,France,Male,51,4,136082.0,2,1,1,36690.49,0
306,20025305,Chukwuhaenye,526,Spain,Male,38,5,102585.88,1,1,1,176680.16,0
307,20025306,Perkins,685,France,Male,39,6,70416.75,1,1,1,163295.87,0
308,20025307,Boni,643,Germany,Female,36,2,68238.51,1,1,1,113244.73,0
309,20025308,Bogolyubov,469,France,Male,54,8,63093.01,2,0,0,149170.25,0
310,20025309,Wei,406,France,Male,26,2,142120.91,2,0,1,170360.11,0
311,20025310,Amadi,648,France,Male,45,7,123544.21,3,1,0,166317.71,0
312,20025311,McVey,625,France,Male,30,8,154863.15,1,1,0,128481.5,0
313,20025312,Wright,691,Germany,Male,30,1,0.0,2,1,1,46774.94,1
314,20025313,Hancock,620,France,Male,50,7,80728.15,1,1,0,139481.53,1
315,20025314,Cooke,673,France,Male,51,10,169362.43,1,0,0,158816.03,1
316,20025315,Preston,672,Spain,Female,36,9,114512.59,1,1,0,1795.93,0
317,20025316,Davide,519,Spain,Male,18,8,144875.71,2,0,1,192542.17,0
318,20025317,Lombardo,661,France,Male,49,2,0.0,1,1,1,77330.35,0
319,20025318,Pirozzi,716,France,Male,30,5,116622.73,2,1,1,146715.07,0
320,20025319,Hsieh,560,France,Male,47,8,139840.36,1,1,1,17348.56,0
321,20025320,Sung,543,Germany,Male,39,8,0.0,2,1,1,182081.45,0
322,20025321,Scott,850,Spain,Female,53,3,88786.81,1,1,1,1713.1,0
323,20025322,Greco,816,France,Male,43,5,130565.02,1,1,0,174098.28,0
324,20025323,Brennan,714,France,Female,35,1,134378.89,1,1,0,76614.04,1
325,20025324,Wan,502,France,Male,35,6,130013.12,1,1,0,31613.35,0
326,20025325,Jones,765,France,Female,53,9,125552.96,1,0,1,102747.02,0
327,20025326,Udinesi,814,Germany,Male,18,7,92060.06,2,0,0,178268.36,1
328,20025327,McGregor,631,Spain,Male,32,6,0.0,2,1,1,91763.67,0
329,20025328,Dolgorukova,647,France,Female,49,10,95153.77,4,0,1,141400.51,0
330,20025329,Esposito,666,France,Female,59,7,124548.99,1,1,0,103914.4,1
331,20025330,Milani,697,France,Female,61,10,0.0,2,0,0,161800.77,0
332,20025331,Ts'ao,676,Germany,Female,37,6,108724.98,1,1,0,164117.69,0
333,20025332,Ross,796,Spain,Male,35,5,0.0,1,1,0,164038.07,0
334,20025333,Yevseyev,587,Spain,Male,52,9,98014.74,3,0,1,169156.64,0
335,20025334,Walker,718,France,Female,49,3,0.0,1,1,0,128600.49,0
336,20025335,Craig,563,France,Male,55,3,102535.57,1,0,0,17257.72,0
337,20025336,Angelo,572,France,Male,51,9,119013.86,1,1,1,106636.89,0
338,20025337,Ross-Watt,600,France,Male,47,7,0.0,2,1,0,109572.58,0
